Name,geometry_layer,wkt
,Structure '709',"MULTILINESTRING Z ((8.0562441961 47.4047333728 389.06, 8.0562441961 47.4047333728 387.06), (8.0562441961 47.4047333728 387.06, 8.0562441961 47.4047333728 384.06), (8.0562441961 47.4047333728 384.06, 8.0562441961 47.4047333728 381.06), (8.0562441961 47.4047333728 381.06, 8.0562441961 47.4047333728 376.06), (8.0562441961 47.4047333728 376.06, 8.0562441961 47.4047333728 371.06), (8.0562441961 47.4047333728 371.06, 8.0562441961 47.4047333728 364.06), (8.0562441961 47.4047333728 387.06, 8.056227839 47.4047529247 387.06), (8.0562441961 47.4047333728 381.06, 8.056227839 47.4047529247 381.06), (8.0562441961 47.4047333728 387.06, 8.0562605532 47.4047138209 387.06), (8.0562441961 47.4047333728 381.06, 8.0562605532 47.4047138209 381.06), (8.0562441961 47.4047333728 384.06, 8.0562638246 47.4047099105 384.06), (8.0562441961 47.4047333728 384.06, 8.0562245676 47.4047568351 384.06))"
,Structure '710',"MULTILINESTRING Z ((8.0547571357 47.4037718617 390.18, 8.0547571357 47.4037718617 388.18), (8.0547571357 47.4037718617 388.18, 8.0547571357 47.4037718617 385.18), (8.0547571357 47.4037718617 385.18, 8.0547571357 47.4037718617 382.18), (8.0547571357 47.4037718617 382.18, 8.0547571357 47.4037718617 377.18), (8.0547571357 47.4037718617 377.18, 8.0547571357 47.4037718617 372.18), (8.0547571357 47.4037718617 372.18, 8.0547571357 47.4037718617 364.68), (8.0547571357 47.4037718617 388.18, 8.0547345441 47.4037850634 388.18), (8.0547571357 47.4037718617 382.18, 8.0547345441 47.4037850634 382.18), (8.0547571357 47.4037718617 388.18, 8.0547797273 47.4037586601 388.18), (8.0547571357 47.4037718617 382.18, 8.0547797273 47.4037586601 382.18), (8.0547571357 47.4037718617 385.18, 8.0547822375 47.4037571933 385.18), (8.0547571357 47.4037718617 385.18, 8.0547320339 47.4037865302 385.18))"
,Structure '711',"MULTILINESTRING Z ((8.0533904134 47.4024487245 395.98, 8.0533904134 47.4024487245 393.98), (8.0533904134 47.4024487245 393.98, 8.0533904134 47.4024487245 390.98), (8.0533904134 47.4024487245 390.98, 8.0533904134 47.4024487245 387.98), (8.0533904134 47.4024487245 387.98, 8.0533904134 47.4024487245 382.98), (8.0533904134 47.4024487245 382.98, 8.0533904134 47.4024487245 377.98), (8.0533904134 47.4024487245 377.98, 8.0533904134 47.4024487245 368.98), (8.0533904134 47.4024487245 393.98, 8.0533660093 47.4024603438 393.98), (8.0533904134 47.4024487245 387.98, 8.0533660093 47.4024603438 387.98), (8.0533904134 47.4024487245 393.98, 8.0534148175 47.4024371052 393.98), (8.0533904134 47.4024487245 387.98, 8.0534148175 47.4024371052 387.98), (8.0533904134 47.4024487245 390.98, 8.0534175291 47.4024358141 390.98), (8.0533904134 47.4024487245 390.98, 8.0533632978 47.4024616348 390.98))"
,Structure '712',"MULTILINESTRING Z ((8.0518539969 47.400961206 397.48, 8.0518539969 47.400961206 395.98), (8.0518539969 47.400961206 395.98, 8.0518539969 47.400961206 391.98), (8.0518539969 47.400961206 391.98, 8.0518539969 47.400961206 387.98), (8.0518539969 47.400961206 387.98, 8.0518539969 47.400961206 382.98), (8.0518539969 47.400961206 382.98, 8.0518539969 47.400961206 377.98), (8.0518539969 47.400961206 377.98, 8.0518539969 47.400961206 368.48), (8.0518539969 47.400961206 395.98, 8.0518265494 47.4009737882 395.98), (8.0518539969 47.400961206 387.98, 8.0518265494 47.4009737882 387.98), (8.0518539969 47.400961206 395.98, 8.0518814444 47.4009486238 395.98), (8.0518539969 47.400961206 387.98, 8.0518814444 47.4009486238 387.98), (8.0518539969 47.400961206 391.98, 8.0518814444 47.4009486238 391.98), (8.0518539969 47.400961206 391.98, 8.0518265494 47.4009737882 391.98))"
,Structure '713A',"MULTILINESTRING Z ((8.0507784275 47.3998372006 383.79, 8.0507778721 47.3998374456 383.79), (8.0507784275 47.3998372006 383.79, 8.050778983 47.3998369556 383.79), (8.0507783865 47.3998371577 383.79, 8.0507784275 47.3998372006 383.79), (8.0507784275 47.3998372006 383.79, 8.0507784685 47.3998372434 383.79), (8.0507776074 47.3998363435 381.89, 8.0507784275 47.3998372006 381.89), (8.0507784275 47.3998372006 381.89, 8.0507792477 47.3998380576 381.89), (8.0507776074 47.3998363435 381.89, 8.0507902366 47.3998313819 381.89), (8.0507776074 47.3998363435 381.89, 8.0507657984 47.3998421622 381.89), (8.0507792477 47.3998380576 381.89, 8.0507666185 47.3998430192 381.89), (8.0507792477 47.3998380576 381.89, 8.0507910567 47.399832239 381.89), (8.0507902366 47.3998313819 381.89, 8.0508028658 47.3998264204 381.89), (8.0507657984 47.3998421622 381.89, 8.0507539893 47.3998479808 381.89), (8.0507666185 47.3998430192 381.89, 8.0507539893 47.3998479808 381.89), (8.0507910567 47.399832239 381.89, 8.0508028658 47.3998264204 381.89), (8.0507712106 47.3998296584 366.29, 8.0507763773 47.3998350579 378.89), (8.0507856445 47.3998447428 366.29, 8.0507804778 47.3998393432 378.89), (8.0507763773 47.3998350579 378.89, 8.0507776074 47.3998363435 381.89), (8.0507804778 47.3998393432 378.89, 8.0507792477 47.3998380576 381.89), (8.0507776074 47.3998363435 381.89, 8.0507783865 47.3998371577 383.79), (8.0507792477 47.3998380576 381.89, 8.0507784685 47.3998372434 383.79), (8.0507783865 47.3998371577 383.79, 8.0507784275 47.3998372006 383.89), (8.0507784685 47.3998372434 383.79, 8.0507784275 47.3998372006 383.89))"
,Structure '713B',"MULTILINESTRING Z ((8.0510490415 47.4003114431 367.36, 8.0510490415 47.4003114431 382.96), (8.0510490415 47.4003114431 382.96, 8.0510490415 47.4003114431 384.96), (8.0510490415 47.4003114431 382.96, 8.0510601929 47.4003050747 382.96), (8.05103789 47.4003178116 382.96, 8.0510490415 47.4003114431 382.96), (8.0510601929 47.4003050747 382.96, 8.0510713444 47.4002987063 382.96), (8.0510267385 47.40032418 382.96, 8.05103789 47.4003178116 382.96))"
Section #1,"Section #1, 0kV, 'Erdseil200', from Str. #11/91 Set 19 'AG-G1' to Str. #700
                    Set 59 'AD-G1', Section at 10 degr�s 'Initial RS', Notes: 'DAM-cdg'",POINT Z (8.0759913692 47.4091717481 389.7198)
,"Section #1, 0kV, 'Erdseil200', from Str. #11/91 Set 19 'AG-G1' to Str. #700
                    Set 59 'AD-G1', Section at 10 degr�s 'Initial RS', Notes: 'DAM-cdg'","MULTILINESTRING Z ((8.0771108922 47.4093694099 396.812, 8.0770611351 47.4093606251 396.3099, 8.077011378 47.4093518403 395.8252, 8.076961621 47.4093430554 395.3579, 8.0769118639 47.4093342706 394.908, 8.0768621069 47.4093254857 394.4756, 8.0768123498 47.4093167008 394.0606, 8.0767625928 47.4093079158 393.6629, 8.0767128358 47.4092991309 393.2827, 8.0766630789 47.4092903459 392.9198, 8.0766133219 47.4092815609 392.5744, 8.076563565 47.4092727759 392.2463, 8.0765138081 47.4092639909 391.9355, 8.0764640511 47.4092552058 391.6421, 8.0764142943 47.4092464207 391.3661, 8.0763645374 47.4092376356 391.1074, 8.0763147805 47.4092288505 390.8661, 8.0762650237 47.4092200654 390.6421, 8.0762152669 47.4092112802 390.4354, 8.0761655101 47.409202495 390.2461, 8.0761157533 47.4091937098 390.0741, 8.0760659965 47.4091849246 389.9194, 8.0760162397 47.4091761393 389.782, 8.075966483 47.409167354 389.6619, 8.0759167263 47.4091585688 389.5592, 8.0758669695 47.4091497834 389.4737, 8.0758172129 47.4091409981 389.4056, 8.0757674562 47.4091322127 389.3548, 8.0757176995 47.4091234274 389.3212, 8.0756679429 47.409114642 389.305, 8.0756181862 47.4091058565 389.3061, 8.0755684296 47.4090970711 389.3245, 8.075518673 47.4090882856 389.3602, 8.0754689165 47.4090795001 389.4132, 8.0754191599 47.4090707146 389.4835, 8.0753694034 47.4090619291 389.5712, 8.0753196468 47.4090531435 389.6761, 8.0752698903 47.409044358 389.7984, 8.0752201338 47.4090355724 389.9379, 8.0751703773 47.4090267867 390.0948, 8.0751206209 47.4090180011 390.269, 8.0750708644 47.4090092155 390.4605, 8.075021108 47.4090004298 390.6694, 8.0749713516 47.4089916441 390.8956, 8.0749215952 47.4089828583 391.1391, 8.0748718388 47.4089740726 391.4))"
Section #2,"Section #2, 132kV, 'ad400', from Str. #11/91 Set 41 'AG-DAM1-1' to Str. #700
                    Set 24 'AG-P4', Section at 40 degr�s 'Initial RS', Notes: 'DAM-A-sup'",POINT Z (8.075990757 47.4091504052 385.9386)
,"Section #2, 132kV, 'ad400', from Str. #11/91 Set 41 'AG-DAM1-1' to Str. #700
                    Set 24 'AG-P4', Section at 40 degr�s 'Initial RS', Notes: 'DAM-A-sup'","MULTILINESTRING Z ((8.0771009169 47.4093460749 394.212, 8.0770515721 47.4093373779 393.5938, 8.0770022273 47.409328681 392.999, 8.0769528826 47.409319984 392.4276, 8.0769035378 47.409311287 391.8796, 8.0768541931 47.40930259 391.3549, 8.0768048484 47.4092938929 390.8536, 8.0767555037 47.4092851959 390.3756, 8.0767061591 47.4092764988 389.9209, 8.0766568144 47.4092678017 389.4895, 8.0766074698 47.4092591046 389.0814, 8.0765581251 47.4092504074 388.6965, 8.0765087805 47.4092417102 388.3349, 8.076459436 47.4092330131 387.9965, 8.0764100914 47.4092243158 387.6813, 8.0763607468 47.4092156186 387.3893, 8.0763114023 47.4092069214 387.1206, 8.0762620578 47.4091982241 386.875, 8.0762127133 47.4091895268 386.6526, 8.0761633688 47.4091808295 386.4533, 8.0761140243 47.4091721321 386.2773, 8.0760646798 47.4091634348 386.1244, 8.0760153354 47.4091547374 385.9946, 8.075965991 47.40914604 385.888, 8.0759166465 47.4091373426 385.8045, 8.0758673021 47.4091286451 385.7442, 8.0758179578 47.4091199477 385.707, 8.0757686134 47.4091112502 385.693, 8.0757192691 47.4091025527 385.7021, 8.0756699247 47.4090938551 385.7343, 8.0756205804 47.4090851576 385.7897, 8.0755712361 47.40907646 385.8682, 8.0755218918 47.4090677624 385.9698, 8.0754725476 47.4090590648 386.0946, 8.0754232033 47.4090503672 386.2425, 8.0753738591 47.4090416695 386.4136, 8.0753245149 47.4090329718 386.6079, 8.0752751707 47.4090242741 386.8253, 8.0752258265 47.4090155764 387.0659, 8.0751764823 47.4090068787 387.3297, 8.0751271381 47.4089981809 387.6167, 8.075077794 47.4089894831 387.9269, 8.0750284499 47.4089807853 388.2603, 8.0749791058 47.4089720875 388.617, 8.0749297617 47.4089633897 388.9969, 8.0748804176 47.4089546918 389.4))"
Section #3,"Section #3, 132kV, 'ad400', from Str. #11/91 Set 43 'AG-DAM1-2' to Str. #700
                    Set 25 'AG-P5', Section at 40 degr�s 'Initial RS', Notes: 'DAM-A-med'",POINT Z (8.0759874814 47.4091393045 383.1138)
,"Section #3, 132kV, 'ad400', from Str. #11/91 Set 43 'AG-DAM1-2' to Str. #700
                    Set 25 'AG-P5', Section at 40 degr�s 'Initial RS', Notes: 'DAM-A-med'","MULTILINESTRING Z ((8.0770934038 47.4093260269 391.412, 8.0770442472 47.4093177276 390.7959, 8.0769950905 47.4093094283 390.2029, 8.0769459339 47.409301129 389.633, 8.0768967774 47.4092928296 389.0861, 8.0768476208 47.4092845303 388.5624, 8.0767984643 47.4092762309 388.0617, 8.0767493077 47.4092679315 387.584, 8.0767001512 47.409259632 387.1293, 8.0766509947 47.4092513326 386.6976, 8.0766018382 47.4092430331 386.2889, 8.0765526817 47.4092347336 385.9031, 8.0765035253 47.4092264341 385.5403, 8.0764543688 47.4092181346 385.2004, 8.0764052124 47.409209835 384.8835, 8.076356056 47.4092015354 384.5894, 8.0763068996 47.4091932358 384.3183, 8.0762577432 47.4091849362 384.0701, 8.0762085869 47.4091766366 383.8447, 8.0761594305 47.4091683369 383.6422, 8.0761102742 47.4091600372 383.4626, 8.0760611179 47.4091517375 383.3059, 8.0760119616 47.4091434378 383.172, 8.0759628053 47.4091351381 383.0609, 8.075913649 47.4091268383 382.9727, 8.0758644927 47.4091185385 382.9074, 8.0758153365 47.4091102387 382.8649, 8.0757661803 47.4091019389 382.8452, 8.0757170241 47.409093639 382.8484, 8.0756678679 47.4090853392 382.8744, 8.0756187117 47.4090770393 382.9232, 8.0755695555 47.4090687394 382.9949, 8.0755203994 47.4090604394 383.0895, 8.0754712432 47.4090521395 383.2068, 8.0754220871 47.4090438395 383.3471, 8.075372931 47.4090355395 383.5102, 8.0753237749 47.4090272395 383.6961, 8.0752746189 47.4090189394 383.905, 8.0752254628 47.4090106394 384.1367, 8.0751763068 47.4090023393 384.3913, 8.0751271507 47.4089940392 384.6688, 8.0750779947 47.4089857391 384.9692, 8.0750288387 47.4089774389 385.2925, 8.0749796827 47.4089691388 385.6387, 8.0749305268 47.4089608386 386.0079, 8.0748813708 47.4089525384 386.4))"
Section #4,"Section #4, 132kV, 'ad400', from Str. #11/91 Set 45 'AG-DAM1-3' to Str. #700
                    Set 46 'AD-P6', Section at 40 degr�s 'Initial RS', Notes: 'DAM-A-inf'",POINT Z (8.0759898666 47.4091480093 380.1582)
,"Section #4, 132kV, 'ad400', from Str. #11/91 Set 45 'AG-DAM1-3' to Str. #700
                    Set 46 'AD-P6', Section at 40 degr�s 'Initial RS', Notes: 'DAM-A-inf'","MULTILINESTRING Z ((8.0770991203 47.4093412808 388.612, 8.0770498154 47.4093326904 387.9866, 8.0770005106 47.4093241 387.3845, 8.0769512057 47.4093155095 386.8057, 8.0769019009 47.4093069191 386.2502, 8.0768525962 47.4092983286 385.718, 8.0768032914 47.4092897381 385.2091, 8.0767539866 47.4092811475 384.7234, 8.0767046819 47.409272557 384.261, 8.0766553772 47.4092639664 383.8218, 8.0766060724 47.4092553758 383.4057, 8.0765567678 47.4092467852 383.0129, 8.0765074631 47.4092381946 382.6432, 8.0764581584 47.4092296039 382.2967, 8.0764088538 47.4092210132 381.9734, 8.0763595491 47.4092124225 381.6732, 8.0763102445 47.4092038318 381.3961, 8.0762609399 47.4091952411 381.1421, 8.0762116353 47.4091866503 380.9112, 8.0761623308 47.4091780595 380.7034, 8.0761130262 47.4091694687 380.5187, 8.0760637217 47.4091608779 380.3571, 8.0760144172 47.4091522871 380.2185, 8.0759651127 47.4091436962 380.1031, 8.0759158082 47.4091351053 380.0107, 8.0758665037 47.4091265144 379.9413, 8.0758171992 47.4091179235 379.895, 8.0757678948 47.4091093325 379.8718, 8.0757185904 47.4091007416 379.8716, 8.075669286 47.4090921506 379.8945, 8.0756199816 47.4090835595 379.9405, 8.0755706772 47.4090749685 380.0095, 8.0755213729 47.4090663775 380.1016, 8.0754720685 47.4090577864 380.2167, 8.0754227642 47.4090491953 380.3549, 8.0753734599 47.4090406042 380.5162, 8.0753241556 47.409032013 380.7006, 8.0752748513 47.4090234219 380.9081, 8.075225547 47.4090148307 381.1386, 8.0751762428 47.4090062395 381.3923, 8.0751269385 47.4089976482 381.6691, 8.0750776343 47.408989057 381.969, 8.0750283301 47.4089804657 382.292, 8.0749790259 47.4089718744 382.6382, 8.0749297218 47.4089632831 383.0075, 8.0748804176 47.4089546918 383.4))"
Section #5,"Section #5, 132kV, 'ad400', from Str. #11/91 Set 47 'AG-DAM2-1' to Str. #700
                    Set 21 'AG-P1', Section at 40 degr�s 'Initial RS', Notes: 'DAM-B-sup'",POINT Z (8.0759962117 47.4091823892 385.8864)
,"Section #5, 132kV, 'ad400', from Str. #11/91 Set 47 'AG-DAM2-1' to Str. #700
                    Set 21 'AG-P1', Section at 40 degr�s 'Initial RS', Notes: 'DAM-B-sup'","MULTILINESTRING Z ((8.0771060602 47.4093674602 394.212, 8.0770562198 47.4093591494 393.5871, 8.0770063795 47.4093508386 392.9858, 8.0769565392 47.4093425278 392.4083, 8.0769066989 47.4093342169 391.8544, 8.0768568586 47.409325906 391.3243, 8.0768070183 47.4093175951 390.8177, 8.0767571781 47.4093092842 390.3349, 8.0767073378 47.4093009733 389.8756, 8.0766574976 47.4092926623 389.4399, 8.0766076574 47.4092843513 389.0278, 8.0765578172 47.4092760403 388.6393, 8.076507977 47.4092677293 388.2743, 8.0764581369 47.4092594183 387.9328, 8.0764082967 47.4092511072 387.6149, 8.0763584566 47.4092427961 387.3205, 8.0763086165 47.409234485 387.0496, 8.0762587764 47.4092261739 386.8022, 8.0762089363 47.4092178627 386.5783, 8.0761590963 47.4092095515 386.3779, 8.0761092562 47.4092012403 386.2009, 8.0760594162 47.4091929291 386.0474, 8.0760095761 47.4091846179 385.9173, 8.0759597361 47.4091763066 385.8107, 8.0759098962 47.4091679953 385.7275, 8.0758600562 47.409159684 385.6678, 8.0758102162 47.4091513727 385.6316, 8.0757603763 47.4091430613 385.6187, 8.0757105364 47.40913475 385.6294, 8.0756606964 47.4091264386 385.6634, 8.0756108566 47.4091181272 385.7209, 8.0755610167 47.4091098157 385.8019, 8.0755111768 47.4091015043 385.9062, 8.075461337 47.4090931928 386.0341, 8.0754114971 47.4090848813 386.1854, 8.0753616573 47.4090765698 386.3601, 8.0753118175 47.4090682582 386.5584, 8.0752619777 47.4090599467 386.7801, 8.0752121379 47.4090516351 387.0253, 8.0751622982 47.4090433235 387.294, 8.0751124585 47.4090350119 387.5861, 8.0750626187 47.4090267002 387.9018, 8.075012779 47.4090183885 388.2411, 8.0749629393 47.4090100768 388.6038, 8.0749130997 47.4090017651 388.9901, 8.07486326 47.4089934534 389.4))"
Section #6,"Section #6, 132kV, 'ad400', from Str. #11/91 Set 49 'AG-DAM2-2' to Str. #700
                    Set 42 'AD-P2', Section at 40 degr�s 'Initial RS', Notes: 'DAM-B-med'",POINT Z (8.0759957409 47.409183455 382.9845)
,"Section #6, 132kV, 'ad400', from Str. #11/91 Set 49 'AG-DAM2-2' to Str. #700
                    Set 42 'AD-P2', Section at 40 degr�s 'Initial RS', Notes: 'DAM-B-med'","MULTILINESTRING Z ((8.0771060602 47.4093674602 391.412, 8.0770561986 47.4093591973 390.7823, 8.0770063371 47.4093509343 390.1764, 8.0769564756 47.4093426713 389.5941, 8.0769066142 47.4093344083 389.0356, 8.0768567527 47.4093261453 388.5008, 8.0768068912 47.4093178823 387.9896, 8.0767570298 47.4093096192 387.5021, 8.0767071684 47.4093013561 387.0382, 8.076657307 47.409293093 386.5979, 8.0766074456 47.4092848299 386.1812, 8.0765575842 47.4092765667 385.7881, 8.0765077229 47.4092683036 385.4185, 8.0764578615 47.4092600404 385.0725, 8.0764080002 47.4092517772 384.75, 8.0763581389 47.4092435139 384.4511, 8.0763082776 47.4092352507 384.1757, 8.0762584163 47.4092269874 383.9238, 8.0762085551 47.4092187241 383.6954, 8.0761586938 47.4092104608 383.4905, 8.0761088326 47.4092021974 383.309, 8.0760589714 47.409193934 383.151, 8.0760091102 47.4091856707 383.0165, 8.075959249 47.4091774073 382.9055, 8.0759093878 47.4091691438 382.8179, 8.0758595266 47.4091608804 382.7538, 8.0758096655 47.4091526169 382.7132, 8.0757598044 47.4091443534 382.6959, 8.0757099433 47.4091360899 382.7022, 8.0756600822 47.4091278263 382.7319, 8.0756102211 47.4091195628 382.785, 8.07556036 47.4091112992 382.8616, 8.075510499 47.4091030356 382.9617, 8.075460638 47.409094772 383.0852, 8.0754107769 47.4090865083 383.2322, 8.0753609159 47.4090782447 383.4027, 8.075311055 47.409069981 383.5966, 8.075261194 47.4090617173 383.814, 8.075211333 47.4090534535 384.0549, 8.0751614721 47.4090451898 384.3193, 8.0751116112 47.409036926 384.6073, 8.0750617503 47.4090286622 384.9187, 8.0750118894 47.4090203984 385.2537, 8.0749620285 47.4090121346 385.6122, 8.0749121676 47.4090038707 385.9943, 8.0748623068 47.4089956068 386.4))"
Section #7,"Section #7, 132kV, 'ad400', from Str. #11/91 Set 51 'AG-DAM2-3' to Str. #700
                    Set 23 'AG-P3', Section at 40 degr�s 'Initial RS', Notes: 'DAM-B-inf'",POINT Z (8.0759962152 47.4091823898 380.0862)
,"Section #7, 132kV, 'ad400', from Str. #11/91 Set 51 'AG-DAM2-3' to Str. #700
                    Set 23 'AG-P3', Section at 40 degr�s 'Initial RS', Notes: 'DAM-B-inf'","MULTILINESTRING Z ((8.0771060602 47.4093674602 388.612, 8.0770562198 47.4093591494 387.9779, 8.0770063795 47.4093508386 387.3676, 8.0769565392 47.4093425278 386.7809, 8.0769066989 47.4093342169 386.218, 8.0768568586 47.409325906 385.6787, 8.0768070183 47.4093175951 385.1631, 8.0767571781 47.4093092842 384.6712, 8.0767073378 47.4093009733 384.2029, 8.0766574976 47.4092926623 383.7582, 8.0766076574 47.4092843513 383.3371, 8.0765578172 47.4092760403 382.9396, 8.076507977 47.4092677293 382.5656, 8.0764581369 47.4092594183 382.2152, 8.0764082967 47.4092511072 381.8883, 8.0763584566 47.4092427961 381.585, 8.0763086165 47.409234485 381.3051, 8.0762587764 47.4092261739 381.0488, 8.0762089363 47.4092178627 380.816, 8.0761590963 47.4092095515 380.6066, 8.0761092562 47.4092012403 380.4208, 8.0760594162 47.4091929291 380.2584, 8.0760095761 47.4091846179 380.1194, 8.0759597361 47.4091763066 380.004, 8.0759098962 47.4091679953 379.912, 8.0758600562 47.409159684 379.8434, 8.0758102162 47.4091513727 379.7983, 8.0757603763 47.4091430613 379.7767, 8.0757105364 47.40913475 379.7785, 8.0756606964 47.4091264386 379.8037, 8.0756108566 47.4091181272 379.8524, 8.0755610167 47.4091098157 379.9245, 8.0755111768 47.4091015043 380.0201, 8.075461337 47.4090931928 380.1392, 8.0754114971 47.4090848813 380.2817, 8.0753616573 47.4090765698 380.4477, 8.0753118175 47.4090682582 380.6371, 8.0752619777 47.4090599467 380.8501, 8.0752121379 47.4090516351 381.0865, 8.0751622982 47.4090433235 381.3464, 8.0751124585 47.4090350119 381.6299, 8.0750626187 47.4090267002 381.9368, 8.075012779 47.4090183885 382.2673, 8.0749629393 47.4090100768 382.6213, 8.0749130997 47.4090017651 382.9989, 8.07486326 47.4089934534 383.4))"
Section #8,"Section #8, 132kV, 'ad400', from Str. #700 Set 21 'AG-P1' to Str. #701 Set 21
                    'AG-P1', Section at 40 degr�s 'Initial RS', Notes: 'DAM-B-sup'",POINT Z (8.0737788123 47.4087418129 383.8078)
,"Section #8, 132kV, 'ad400', from Str. #700 Set 21 'AG-P1' to Str. #701 Set 21
                    'AG-P1', Section at 40 degr�s 'Initial RS', Notes: 'DAM-B-sup'","MULTILINESTRING Z ((8.07486326 47.4089934534 389.4, 8.0748150621 47.4089822696 388.9133, 8.0747668642 47.4089710858 388.4489, 8.0747186664 47.4089599019 388.0067, 8.0746704685 47.408948718 387.5867, 8.0746222707 47.4089375342 387.1889, 8.0745740729 47.4089263503 386.8132, 8.0745258752 47.4089151663 386.4597, 8.0744776774 47.4089039824 386.1284, 8.0744294797 47.4088927984 385.8192, 8.074381282 47.4088816144 385.5321, 8.0743330843 47.4088704304 385.2672, 8.0742848866 47.4088592464 385.0243, 8.0742366889 47.4088480623 384.8036, 8.0741884913 47.4088368783 384.605, 8.0741402937 47.4088256942 384.4284, 8.0740920961 47.4088145101 384.2739, 8.0740438985 47.408803326 384.1415, 8.073995701 47.4087921418 384.0312, 8.0739475035 47.4087809576 383.9429, 8.073899306 47.4087697735 383.8768, 8.0738511085 47.4087585892 383.8326, 8.073802911 47.408747405 383.8106, 8.0737547135 47.4087362208 383.8106, 8.0737065161 47.4087250365 383.8326, 8.0736583187 47.4087138522 383.8768, 8.0736101213 47.4087026679 383.9429, 8.073561924 47.4086914836 384.0312, 8.0735137266 47.4086802992 384.1415, 8.0734655293 47.4086691149 384.2739, 8.073417332 47.4086579305 384.4284, 8.0733691347 47.4086467461 384.605, 8.0733209374 47.4086355616 384.8036, 8.0732727402 47.4086243772 385.0243, 8.073224543 47.4086131927 385.2672, 8.0731763457 47.4086020082 385.5321, 8.0731281486 47.4085908237 385.8192, 8.0730799514 47.4085796392 386.1284, 8.0730317543 47.4085684546 386.4597, 8.0729835571 47.40855727 386.8132, 8.07293536 47.4085460855 387.1889, 8.0728871629 47.4085349008 387.5867, 8.0728389659 47.4085237162 388.0067, 8.0727907688 47.4085125316 388.4489, 8.0727425718 47.4085013469 388.9133, 8.0726943748 47.4084901622 389.4))"
Section #9,"Section #9, 132kV, 'ad400', from Str. #700 Set 23 'AG-P3' to Str. #701 Set 23
                    'AG-P3', Section at 40 degr�s 'Initial RS', Notes: 'DAM-B-inf'",POINT Z (8.0737788123 47.4087418129 377.8078)
,"Section #9, 132kV, 'ad400', from Str. #700 Set 23 'AG-P3' to Str. #701 Set 23
                    'AG-P3', Section at 40 degr�s 'Initial RS', Notes: 'DAM-B-inf'","MULTILINESTRING Z ((8.07486326 47.4089934534 383.4, 8.0748150621 47.4089822696 382.9133, 8.0747668642 47.4089710858 382.4489, 8.0747186664 47.4089599019 382.0067, 8.0746704685 47.408948718 381.5867, 8.0746222707 47.4089375342 381.1889, 8.0745740729 47.4089263503 380.8132, 8.0745258752 47.4089151663 380.4597, 8.0744776774 47.4089039824 380.1284, 8.0744294797 47.4088927984 379.8192, 8.074381282 47.4088816144 379.5321, 8.0743330843 47.4088704304 379.2672, 8.0742848866 47.4088592464 379.0243, 8.0742366889 47.4088480623 378.8036, 8.0741884913 47.4088368783 378.605, 8.0741402937 47.4088256942 378.4284, 8.0740920961 47.4088145101 378.2739, 8.0740438985 47.408803326 378.1415, 8.073995701 47.4087921418 378.0312, 8.0739475035 47.4087809576 377.9429, 8.073899306 47.4087697735 377.8768, 8.0738511085 47.4087585892 377.8326, 8.073802911 47.408747405 377.8106, 8.0737547135 47.4087362208 377.8106, 8.0737065161 47.4087250365 377.8326, 8.0736583187 47.4087138522 377.8768, 8.0736101213 47.4087026679 377.9429, 8.073561924 47.4086914836 378.0312, 8.0735137266 47.4086802992 378.1415, 8.0734655293 47.4086691149 378.2739, 8.073417332 47.4086579305 378.4284, 8.0733691347 47.4086467461 378.605, 8.0733209374 47.4086355616 378.8036, 8.0732727402 47.4086243772 379.0243, 8.073224543 47.4086131927 379.2672, 8.0731763457 47.4086020082 379.5321, 8.0731281486 47.4085908237 379.8192, 8.0730799514 47.4085796392 380.1284, 8.0730317543 47.4085684546 380.4597, 8.0729835571 47.40855727 380.8132, 8.07293536 47.4085460855 381.1889, 8.0728871629 47.4085349008 381.5867, 8.0728389659 47.4085237162 382.0067, 8.0727907688 47.4085125316 382.4489, 8.0727425718 47.4085013469 382.9133, 8.0726943748 47.4084901622 383.4))"
Section #10,"Section #10, 132kV, 'ad400', from Str. #700 Set 24 'AG-P4' to Str. #701 Set 44
                    'AD-P4', Section at 40 degr�s 'Initial RS', Notes: 'DAM-A-sup'",POINT Z (8.0737950866 47.4087028812 383.7988)
